City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,naica,27.85,-105.4833,26.35,22,59,1.55,MX,1670454923
269,tela,15.7833,-87.45,27.97,74,40,3.6,HN,1670454924
270,iqaluit,63.7506,-68.5145,-10.15,78,100,7.2,CA,1670454925
271,san pedro pinula,14.6667,-89.85,19.05,83,58,2.5,GT,1670454926
272,kristiansund,63.1115,7.732,1.03,93,40,2.06,NO,1670454926
273,ostrovnoy,68.0531,39.5131,-5.77,90,92,4.92,RU,1670454928
274,alofi,-19.0595,-169.9187,29.94,70,75,4.63,NU,1670454928
275,pangody,65.85,74.4859,-11.57,94,100,5.38,RU,1670454929
276,kendari,-3.945,122.4989,24.87,88,61,0.97,ID,1670454930
277,tabuk,17.4189,121.4443,23.19,93,100,1.15,PH,1670454931
278,dwarka,22.2394,68.9678,23.14,59,0,4.21,IN,1670454931
279,kaka,37.3482,59.6143,0.29,54,4,2.43,TM,1670454932
280,itumba,-9.4,33.1833,17.8,73,30,1.82,TZ,1670454932
281,bonthe,7.5264,-12.505,26.21,83,60,2.94,SL,1670454933
282,padang,-0.9492,100.3543,24.31,88,100,1.54,ID,1670454894
283,san carlos de bariloche,-41.1456,-71.3082,12.86,88,40,8.75,AR,1670454934
284,ahipara,-35.1667,173.1667,17.22,79,94,6.69,NZ,1670454934
285,anadyr,64.75,177.4833,-20.29,70,0,3.0,RU,1670454935
286,mountain home,43.133,-115.6912,-1.29,100,0,2.57,US,1670454919
287,along,28.1667,94.7667,10.54,68,0,0.74,IN,1670454936
288,te anau,-45.4167,167.7167,12.99,92,100,1.39,NZ,1670454936
289,los llanos de aridane,28.6585,-17.9182,19.86,90,0,2.06,ES,1670454819
290,winnemucca,40.973,-117.7357,4.03,56,0,2.57,US,1670454937
291,panzhihua,26.5851,101.7128,7.51,77,12,0.57,CN,1670454938
292,roald,62.5833,6.1333,3.2,93,75,4.12,NO,1670454939
293,fukue,32.6881,128.8419,13.0,59,77,5.68,JP,1670454939
294,iwanai,42.9744,140.5089,-1.06,80,100,5.48,JP,1670454940
295,san rafael,-34.6177,-68.3301,34.72,13,6,2.0,AR,1670454216
296,carora,10.1755,-70.0827,24.63,62,73,1.96,VE,1670454941
297,chokurdakh,70.6333,147.9167,-24.24,97,100,3.48,RU,1670454941
298,myski,53.709,87.8014,-22.64,100,91,1.11,RU,1670454942
299,roebourne,-20.7833,117.1333,26.66,45,1,6.28,AU,1670454942
300,tukrah,32.5341,20.5791,19.35,57,59,3.74,LY,1670454943
301,sibolga,1.7427,98.7792,23.91,91,100,0.54,ID,1670454944
302,pangai,-19.8,-174.35,30.06,70,75,3.09,TO,1670454944
303,alta gracia,-31.6529,-64.4283,31.43,26,71,1.59,AR,1670454945
304,lubao,14.9167,120.55,25.84,85,92,1.94,PH,1670454945
305,mount vernon,40.9126,-73.8371,14.23,89,100,4.12,US,1670454946
306,tual,-5.6667,132.75,28.34,70,97,1.91,ID,1670454947
307,thinadhoo,0.5333,72.9333,27.8,77,92,7.24,MV,1670454947
308,henties bay,-22.116,14.2845,14.14,90,0,2.18,NA,1670454948
309,bichura,50.5881,107.6022,-17.42,90,96,1.79,RU,1670454948
310,conakry,9.538,-13.6773,27.41,75,5,3.58,GN,1670454858
311,posse,-14.0931,-46.3694,21.12,85,81,0.74,BR,1670454949
312,jining,35.405,116.5814,2.65,66,1,0.26,CN,1670454950
313,udachnyy,66.4167,112.4,-33.64,66,98,1.58,RU,1670454951
314,provideniya,64.3833,-173.3,-6.94,73,75,3.13,RU,1670454951
315,kattivakkam,13.2167,80.3167,24.05,73,100,7.97,IN,1670454952
316,dhidhdhoo,6.8833,73.1,26.95,73,100,0.24,MV,1670454952
317,san-pedro,4.7485,-6.6363,25.54,87,76,3.06,CI,1670454953
318,meulaboh,4.1363,96.1285,23.64,90,100,1.81,ID,1670454953
319,andra,62.5147,65.8878,-11.02,92,99,4.37,RU,1670454954
320,mildura,-34.2,142.15,14.48,51,0,7.91,AU,1670454954
321,marawi,7.9986,124.2928,20.83,93,93,0.64,PH,1670454955
322,saint anthony,45.0205,-93.218,-8.22,71,0,3.6,US,1670454955
323,calabozo,8.9242,-67.4293,26.39,46,100,0.95,VE,1670454956
324,luderitz,-26.6481,15.1594,14.96,83,0,4.35,NA,1670454956
325,nauta,-4.5061,-73.5757,24.36,91,96,1.4,PE,1670454957
326,tambopata,-12.7333,-69.1833,26.94,65,0,0.0,PE,1670454957
327,saint-philippe,-21.3585,55.7679,23.77,87,38,6.98,RE,1670454958
328,kawalu,-7.3817,108.2082,22.7,93,100,0.99,ID,1670454959
329,vaitape,-16.5167,-151.75,26.92,77,100,8.69,PF,1670454960
330,waingapu,-9.6567,120.2641,26.78,72,96,1.13,ID,1670454960
331,vazante,-17.9869,-46.9078,23.48,72,99,1.79,BR,1670454961
332,mason city,43.1536,-93.201,-3.01,82,0,3.09,US,1670454961
333,pahalgam,34.0333,75.3333,0.35,51,96,3.13,IN,1670454962
334,beloha,-25.1667,45.05,23.82,81,0,1.82,MG,1670454963
335,salinopolis,-0.6136,-47.3561,26.75,78,11,4.8,BR,1670454963
336,esperance,-33.8667,121.9,16.0,78,96,10.57,AU,1670454964
337,villa union,23.2,-106.2333,26.98,69,0,2.57,MX,1670454965
338,dauriya,49.9333,116.8667,-18.25,94,33,3.97,RU,1670454966
339,alta floresta,-9.8756,-56.0861,24.19,82,85,0.87,BR,1670454746
340,aberdeen,57.1437,-2.0981,1.27,85,75,5.14,GB,1670454966
341,plouzane,48.3833,-4.6167,5.1,90,100,2.06,FR,1670454967
342,tiznit,29.5833,-9.5,19.49,41,98,2.58,MA,1670454968
343,itatinga,-23.1017,-48.6158,20.07,90,44,1.58,BR,1670454968
344,hofn,64.2539,-15.2082,-2.76,59,7,9.56,IS,1670454969
345,preobrazheniye,42.9019,133.9064,-5.69,72,5,3.6,RU,1670454970
346,namibe,-15.1961,12.1522,20.2,77,7,1.42,AO,1670454971
347,inhambane,-23.865,35.3833,24.73,87,19,3.36,MZ,1670454972
348,qaqortoq,60.7167,-46.0333,-6.7,73,96,2.25,GL,1670454818
349,pangnirtung,66.1451,-65.7125,-11.0,62,100,2.57,CA,1670454973
350,tessalit,20.1986,1.0114,23.91,16,0,5.57,ML,1670454973
351,alberton,46.8168,-64.0654,7.07,89,100,9.61,CA,1670454974
352,szod,47.7244,19.1705,0.51,90,12,1.3,HU,1670454975
353,wladyslawowo,54.7909,18.4009,1.38,93,100,6.45,PL,1670454719
354,mirpur sakro,24.5474,67.6277,20.55,51,0,1.92,PK,1670454977
355,raymondville,26.4815,-97.7831,27.06,59,1,6.71,US,1670454978
356,ketchikan,55.3422,-131.6461,6.99,87,100,7.2,US,1670454978
357,kitimat,54.0524,-128.6534,3.21,29,100,0.46,CA,1670454979
358,seoul,37.5683,126.9778,0.69,60,8,0.74,KR,1670454864
359,mrakovo,52.7161,56.6244,-22.48,99,34,1.18,RU,1670454980
360,paamiut,61.994,-49.6678,-3.58,79,94,3.3,GL,1670454980
361,yumen,40.2833,97.2,-9.84,80,86,2.01,CN,1670454981
362,cherskiy,68.75,161.3,-32.49,97,37,2.43,RU,1670454982
363,nouadhibou,20.931,-17.0347,18.99,88,0,3.09,MR,1670454982
364,zhanakorgan,43.9098,67.2495,-12.59,92,5,2.76,KZ,1670454983
365,divnomorskoye,44.5011,38.1353,8.67,80,94,2.18,RU,1670454984
366,port-cartier,50.0334,-66.8654,3.12,99,100,2.69,CA,1670454985
367,trairi,-3.2778,-39.2689,26.73,79,81,5.58,BR,1670454985
368,evensk,61.95,159.2333,-13.31,96,100,4.7,RU,1670454986
369,kozhevnikovo,56.2589,83.9714,-17.18,93,100,4.59,RU,1670454987
370,leningradskiy,69.3833,178.4167,-21.59,97,100,3.87,RU,1670454988
371,melfi,40.9965,15.6514,8.34,78,42,1.86,IT,1670454988
372,ust-nera,64.5667,143.2,-36.89,97,100,1.93,RU,1670454989
373,banjar,-8.19,114.9675,25.6,86,73,1.04,ID,1670454990
374,sembakung,3.8167,117.25,23.35,98,92,0.58,ID,1670454990
375,chlorakas,34.8042,32.4083,13.49,72,75,4.12,CY,1670454991
376,high level,58.5169,-117.136,-23.94,77,40,1.03,CA,1670454952
377,komsomolskiy,40.4272,71.7189,0.4,86,75,1.03,UZ,1670454992
378,oktyabrsk,49.4744,57.4233,-19.28,90,12,1.91,KZ,1670454992
379,katherine,-14.4667,132.2667,29.18,65,86,3.6,AU,1670454993
380,kem,64.9555,34.5793,-4.79,94,100,3.5,RU,1670454993
381,nagato,34.3833,131.2,10.29,55,34,2.25,JP,1670454994
382,severo-kurilsk,50.6789,156.125,-2.07,65,100,9.47,RU,1670454995
383,miranda,3.2499,-76.2281,24.07,96,91,0.88,CO,1670454996
384,baruun-urt,46.6806,113.2792,-18.02,91,7,3.45,MN,1670454997
385,mogadishu,2.0371,45.3438,26.71,82,100,6.85,SO,1670454997
386,reserva,-24.6503,-50.8506,20.13,90,78,0.44,BR,1670454998
387,denpasar,-8.65,115.2167,27.81,78,20,2.06,ID,1670454925
388,pau brasil,-15.4642,-39.6511,21.59,95,28,1.37,BR,1670454999
389,hailey,43.5196,-114.3153,-5.08,74,0,2.06,US,1670455000
390,sambava,-14.2667,50.1667,22.99,87,3,4.52,MG,1670455000
391,barsovo,61.1667,73.1667,-18.93,89,99,5.93,RU,1670455001
392,jumla,29.2747,82.1838,3.14,25,0,2.2,NP,1670455002
393,vardo,70.3705,31.1107,0.99,93,100,9.26,NO,1670455002
394,kyra,49.5776,111.9753,-15.07,82,100,2.8,RU,1670455003
395,lufilufi,-13.8745,-171.5986,29.88,75,90,7.96,WS,1670455003
396,namwala,-15.7504,26.4384,20.01,87,91,1.43,ZM,1670455004
397,krasnyy kholm,58.0607,37.1203,-9.63,83,35,7.13,RU,1670455004
398,cockburn town,21.4612,-71.1419,25.28,61,7,8.04,TC,1670455005
399,altay,47.8667,88.1167,-16.94,87,100,2.47,CN,1670455005
400,ribeira grande,38.5167,-28.7,14.22,88,40,2.57,PT,1670455006
401,marigot,18.0667,-63.0833,25.58,70,20,4.12,MF,1670455006
402,maceio,-9.6658,-35.7353,23.69,94,20,2.06,BR,1670454870
403,west memphis,35.1465,-90.1845,17.85,87,100,1.85,US,1670455007
404,selenginsk,52.0064,106.8647,-8.77,88,100,4.67,RU,1670455008
405,feijo,-8.1642,-70.3536,24.36,86,95,1.16,BR,1670455008
406,falam,22.9167,93.6833,10.05,86,85,0.42,MM,1670455009
407,berezna,51.5716,31.7846,-2.2,96,100,4.81,UA,1670455010
408,andros town,24.7,-77.7667,22.98,60,0,7.51,BS,1670455010
409,kutum,14.2,24.6667,13.04,26,0,3.37,SD,1670455011
410,kenai,60.5544,-151.2583,-3.81,93,0,0.0,US,1670455012
411,constitucion,-35.3333,-72.4167,17.61,81,20,3.28,CL,1670454957
412,gobabis,-22.45,18.9667,19.94,15,3,4.42,NA,1670455013
413,sangre grande,10.5835,-61.1177,26.98,81,100,2.83,TT,1670455013
414,big spring,32.2504,-101.4787,21.25,73,0,5.14,US,1670455014
415,kasempa,-13.4584,25.8338,17.2,82,23,1.86,ZM,1670455014
416,ancud,-41.8697,-73.8203,14.7,80,58,9.19,CL,1670455015
417,pasighat,28.0667,95.3333,14.69,55,0,1.54,IN,1670455015
418,parrita,9.5201,-84.3225,25.0,84,25,0.86,CR,1670455017
419,bouna,9.2667,-3.0,25.76,19,8,1.45,CI,1670455017
420,kavieng,-2.5744,150.7967,27.97,76,86,3.01,PG,1670455018
421,dong hoi,17.4833,106.6,20.62,92,100,4.23,VN,1670455019
422,palana,59.1167,159.9667,-9.26,66,100,3.31,RU,1670455019
423,holme,56.1138,10.1725,-4.34,92,21,0.58,DK,1670455020
424,mareeba,-17.0,145.4333,27.49,75,42,1.28,AU,1670455021
425,kununurra,-15.7667,128.7333,29.99,79,31,2.06,AU,1670455021
426,nome,64.5011,-165.4064,-5.96,93,100,3.09,US,1670455022
427,san cristobal,7.7669,-72.225,18.59,94,40,1.45,VE,1670454820
428,bonavista,48.6499,-53.1147,2.71,88,100,5.07,CA,1670455023
429,hurghada,27.2574,33.8129,17.27,57,0,4.93,EG,1670455024
430,petropavl,54.8753,69.1628,-18.99,95,15,3.17,KZ,1670455025
431,ossora,59.2353,163.0719,-10.14,82,94,1.72,RU,1670455025
432,bay roberts,47.5999,-53.2648,3.62,97,84,2.24,CA,1670455026
433,causapscal,48.3542,-67.227,3.11,98,100,2.92,CA,1670455027
434,goderich,43.7501,-81.7165,4.95,87,30,5.1,CA,1670454770
435,dalnerechensk,45.9339,133.7225,-18.48,99,49,1.69,RU,1670455028
436,dali,25.7,100.1833,5.11,80,16,1.2,CN,1670455028
437,loandjili,-4.7561,11.8578,25.0,90,100,0.5,CG,1670455029
438,hami,42.8,93.45,-5.35,48,31,1.47,CN,1670455030
439,streator,41.1209,-88.8354,4.82,60,7,2.35,US,1670455030
440,oranjestad,12.524,-70.027,26.62,73,6,1.79,AW,1670454758
441,helong,42.5397,128.9972,-8.5,74,15,3.44,CN,1670455032
442,vitim,59.4511,112.5578,-11.41,93,100,6.08,RU,1670455032
443,karratha,-20.7377,116.8463,25.72,49,1,6.68,AU,1670455034
444,tautira,-17.7333,-149.15,26.17,82,85,7.79,PF,1670455003
445,poronaysk,49.2167,143.1167,-14.39,87,43,1.92,RU,1670455035
446,chapais,49.7834,-74.8492,-4.12,94,90,3.47,CA,1670455035
447,songjianghe,42.1859,127.479,-12.85,89,8,2.13,CN,1670455036
448,broome,42.2506,-75.833,11.12,90,100,5.14,US,1670455037
449,sao filipe,14.8961,-24.4956,24.04,78,14,2.95,CV,1670455037
450,tuzla,44.5428,18.6694,4.98,100,75,2.06,BA,1670455038
451,graaff-reinet,-32.2522,24.5308,16.62,64,0,1.84,ZA,1670455039
452,moorhead,46.8739,-96.7676,-18.99,73,0,1.54,US,1670455040
453,west odessa,31.8424,-102.4988,20.03,76,75,3.6,US,1670455040
454,rognan,67.0953,15.3878,-2.84,58,81,3.84,NO,1670455041
455,okitipupa,6.5047,4.7839,23.84,94,99,0.95,NG,1670455042
456,la ronge,55.1001,-105.2842,-20.86,71,75,1.54,CA,1670455043
457,keflavik,64.0049,-22.5624,-1.76,74,20,2.57,IS,1670455044
458,isangel,-19.55,169.2667,31.06,74,75,2.06,VU,1670455044
459,bariadi,-2.8,33.9833,18.89,83,27,2.3,TZ,1670455045
460,visnes,59.3556,5.2242,-6.97,93,9,2.06,NO,1670455046
461,salvador,13.8333,-88.9167,26.14,72,2,0.7,SV,1670455047
462,itarema,-2.9248,-39.9167,26.82,79,77,6.56,BR,1670455048
463,san patricio,28.017,-97.5169,25.92,76,22,6.4,US,1670455011
464,wawa,9.9022,4.4192,25.67,29,6,1.01,NG,1670455049
465,voi,-3.3945,38.563,21.54,94,28,1.83,KE,1670455049
466,tadine,-21.55,167.8833,27.06,74,100,1.36,NC,1670455050
467,manicore,-5.8092,-61.3003,26.25,80,99,0.51,BR,1670455050
468,rockhampton,-23.3833,150.5,29.94,58,4,4.12,AU,1670455051
469,dubbo,-32.25,148.6167,17.07,48,0,7.72,AU,1670455051
470,ozieri,40.586,9.0012,7.48,87,97,1.36,IT,1670455052
471,astara,38.5,48.6667,2.99,92,100,0.59,AZ,1670455052
472,zhanaozen,43.3,52.8,-7.17,58,5,5.79,KZ,1670455053
473,avera,33.194,-82.5271,20.73,78,54,2.33,US,1670455053
474,rabo de peixe,37.8,-25.5833,14.73,100,40,5.14,PT,1670455054
475,waipawa,-41.4122,175.5153,16.49,54,100,6.76,NZ,1670455055
476,alyangula,-13.8483,136.4192,29.74,59,97,3.63,AU,1670455056
477,riverton,40.5219,-111.9391,1.03,76,75,3.09,US,1670454837
478,ayni,39.3941,68.5377,-1.92,87,96,2.31,TJ,1670455057
479,samarai,-10.6167,150.6667,27.91,76,100,1.66,PG,1670455058
480,aksay,47.26,39.87,-3.75,62,100,7.15,RU,1670455058
481,nizhniy odes,63.6445,54.856,-7.42,94,100,3.78,RU,1670455059
482,clyde river,70.4692,-68.5914,-17.87,71,0,4.63,CA,1670455059
483,borgarnes,64.5383,-21.9206,-3.97,71,4,3.39,IS,1670455060
484,vila velha,-20.3297,-40.2925,22.97,95,100,5.81,BR,1670455061
485,dustlik,40.5247,68.0358,-1.07,87,100,1.12,UZ,1670455061
486,kayes,14.0,-11.0,29.62,19,0,2.99,ML,1670455062
487,mahina,-17.5065,-149.489,30.87,55,40,9.26,PF,1670455063
488,luangwa,-15.6167,30.4167,24.22,79,94,2.05,ZM,1670455064
489,korla,41.7597,86.1469,-5.11,48,16,1.66,CN,1670455065
490,gerash,27.6652,54.1371,12.47,73,26,1.31,IR,1670455065
491,umbuzeiro,-7.6956,-35.6636,22.07,79,20,4.71,BR,1670455066
492,manacapuru,-3.2997,-60.6206,28.15,70,96,1.15,BR,1670455067
493,sola,-13.8833,167.55,30.37,74,61,0.0,VU,1670455024
494,rawson,-43.3002,-65.1023,21.08,51,91,1.85,AR,1670455068
495,watertown,42.3709,-71.1828,15.16,94,100,4.12,US,1670454924
496,minab,27.1467,57.0801,21.7,74,7,1.82,IR,1670455068
497,byron bay,-28.65,153.6167,28.17,74,86,3.12,AU,1670454937
498,san juan bautista,-14.0108,-75.7358,21.74,62,83,4.94,PE,1670455070
499,hualmay,-11.0964,-77.6139,19.85,81,68,3.88,PE,1670455070
500,yanam,16.7333,82.2167,22.45,68,100,3.44,IN,1670455071
501,ondjiva,-17.0667,15.7333,25.16,23,57,3.51,AO,1670455071
502,kungurtug,50.5994,97.5228,-27.23,96,100,0.58,RU,1670455072
503,rio grande,-32.035,-52.0986,23.06,84,1,5.36,BR,1670455073
504,petropavlovsk-kamchatskiy,53.0452,158.6483,-7.67,93,100,2.0,RU,1670455073
505,faanui,-16.4833,-151.75,26.91,78,100,8.69,PF,1670455060
506,uaua,-9.8414,-39.4817,25.14,63,83,4.55,BR,1670455074
507,dudinka,69.4058,86.1778,-25.77,95,100,4.49,RU,1670455075
508,olesnica,51.2134,17.3899,2.01,78,100,6.01,PL,1670455076
509,bubaque,11.2833,-15.8333,26.98,72,0,6.54,GW,1670455076
510,slave lake,55.2834,-114.769,-10.01,79,100,1.54,CA,1670454945
511,algiers,36.7525,3.042,8.9,100,20,1.54,DZ,1670455033
512,los angeles,34.0522,-118.2437,17.59,59,0,4.63,US,1670454725
513,batemans bay,-35.7167,150.1833,16.72,34,51,4.89,AU,1670455078
514,buraydah,26.326,43.975,16.25,62,44,4.65,SA,1670455079
515,satipo,-11.2522,-74.6386,24.02,79,100,0.95,PE,1670455080
516,mucurapo,10.6667,-61.5333,27.03,81,100,4.02,TT,1670455080
517,grand gaube,-20.0064,57.6608,25.22,77,30,3.58,MU,1670455081
518,wembley,-31.9333,115.8,22.23,48,0,3.6,AU,1670455083
519,cabedelo,-6.9811,-34.8339,26.37,77,67,5.95,BR,1670455083
520,coihaique,-45.5752,-72.0662,14.97,67,75,2.57,CL,1670455084
521,hilton head island,32.2163,-80.7526,21.7,85,0,2.57,US,1670454903
522,townsville,-19.25,146.8,27.49,74,75,2.57,AU,1670454900
523,umba,66.6871,34.3429,-3.82,92,98,2.14,RU,1670455087
524,birjand,32.8663,59.2211,4.26,93,40,2.06,IR,1670455088
525,mezen,65.8522,44.24,-9.79,96,89,3.11,RU,1670455088
526,blagoyevo,63.3667,47.9167,-8.03,86,100,3.45,RU,1670455089
527,grand-santi,4.25,-54.3833,26.0,65,39,1.12,GF,1670455090
528,tarko-sale,64.9225,77.785,-12.01,89,100,7.68,RU,1670455091
529,odweyne,9.4092,45.064,19.52,62,48,1.06,SO,1670455092
530,hirara,24.8,125.2833,22.15,83,75,9.77,JP,1670455092
531,thunder bay,48.4001,-89.3168,-20.01,71,0,1.54,CA,1670455093
532,erenhot,43.6475,111.9767,-11.39,62,3,3.27,CN,1670455060
533,ahuimanu,21.4447,-157.8378,27.84,73,75,8.75,US,1670455095
534,mount hagen,-5.8581,144.2274,19.71,80,94,0.47,PG,1670455095
535,north bend,43.4065,-124.2243,8.42,94,100,5.14,US,1670454857
536,umm lajj,25.0213,37.2685,22.67,69,0,4.55,SA,1670454929
537,abu samrah,35.3029,37.1841,12.68,71,100,1.83,SY,1670455097
